ID,Title,Author,Genre,BookCategory,Price,Reviews-n,Ratings-n,hard-paper,year,month,Synopsis
4375,CCNA Routing and Switching 200-125 Official Cert Guide Library,Wendell Odom,Networks & System Administration (Books),"Computing, Internet & Digital Media",3.586587305,5,6,Hardcover,2016,Jul,"The new edition of bestselling CCNA Cert Library by Wendell Odom is a comprehensive review and practice package for the latest CCNA exams. The two books contained in this package, CCENT/CCNA ICND1 Official Cert Guide, and CCNA ICND2 Official Cert Guide, present complete reviews and a more challenging and realistic preparation experience. The books will be fully updated to cover the latest CCNA exam topics.
 
The companion DVDs contains the powerful Pearson IT Certification Practice Test engine, complete with hundreds of well-reviewed, exam-realistic questions. The assessment engine offers you a wealth of customization options and reporting features, laying out a complete assessment of your knowledge to help you focus your study where it is needed most. This new edition also includes a free copy of the CCNA Network Simulator Lite edition complete with meaningful lab exercises, which help you hone your hands-on skills with the Cisco user interface for routers and switches. The DVDs also contain more than 60 minutes of personal video mentoring from the author focused on subnetting.
 
Well-regarded for its level of detail, assessment features, and challenging review questions and exercises, these official study guides help you master the concepts and techniques that will enable you to succeed on the exam the first time.
 This package includes the following two products:
1. CCENT/CCNA ICND1 Official Cert Guide
2. CCNA ICND2 Official Cert Guide"
2587,Financial Accounting in SAP: Practical Guide,David Burns,Software & Business Applications (Books),"Computing, Internet & Digital Media",3.574031268,5,1,Hardcover,2016,Jun,"In practice, following the money isn't always easy. This hands-on guide is your tutorial to the complexities of using Financial Accounting with SAP (FI). Follow step-by-step instructions and detailed screenshots, and learn to perform tasks and transactions to conduct your daily work in the New G/L, Asset Accounting, Accounts Payable, Banking, and more. Discover the best work practices, learn to fix common problems that arise in FI, and become an Fl expert."
3020,Longman Dictionary of Contemporary English New Edition Paper and DVD-ROM Pack,Pearson Education Limited,Language Learning & Teaching (Books),"Language, Linguistics & Writing",3.56205483,4.6,52,Paperback,2008,Aug,"The Longman Dictionary of Contempory English (5th edition) the most comprehensive dictionary and DVD-ROM ever.
Includes:
230,000 words, phrases and meanings – more than any other advanced learner’s dictionary
165,000 examples based on real, natural English from the Longman Corpus Network + an additional 1 million corpus examples on the DVD-ROM.
Clear definitions written using only 2,000 common words.
Over 18,000 synonyms, antonyms and related words + an additional 30,000 on the DVD-ROM.
Over 65,000 collocations + an additional 82,000 on the DVD-ROM.
The top 3,000 most frequent words in spoken and written English are highlighted to show which are the most important to know.
NEW Integrated Collocations Dictionary. Over 65,000 collocations will improve students’ fluency.
NEW Integrated Thesaurus. Over 18,000 synonyms, antonyms and related words will improve vocabulary range.
NEW Register Notes focus on the differences between spoken and written English.
Academic Word List highlighted.
Grammar and warning notes ensure that students avoid common errors.
NEW text design ensures students can find information fast.
PLUS...
The Longman Vocabulary Trainer tests your knowledge of a word – its meaning, grammar, collocation and usage – then remembers how well you know that word. The word is then recycled and retested at different intervals so the word is never forgotten!
You can download the Longman Vocabulary Trainer to your mobile phone to make the most of learning on the go!"
4065,"Redoute, Roses (Taschen 25th Anniversary)",Petra-Andrea Hinz,Painting Textbooks,"Arts, Film & Photography",3.561816664,5,1,Hardcover,2007,Sep,"The refined and revered tradition of botanical illustration, produced under aristocratic patronage, stretches back to the Renaissance. It emerged out of the desire to catalogue nature in all its wild splendour, and it was a process that demanded the most precise and skilful of artists. French flower painter Pierre-Joseph Redoute is often viewed as one of the last and the best of these painters and engravers. Commissioned by among others, Napoleon's Josephine, Redoute studied with the finest flower painters in France and Amsterdam, and developed a breathtaking skill at translating his observations of nature onto paper. His illustrations of the botanical alphabets of D. M. Guillamain were a landmark in flower painting for their accuracy and beauty. He was also an innovator in the techniques of printing, introducing ""stipple-engraving"" to France, always striving for greater exactitude in his art. This is a glorious and completely faithful reproduction of his most celebrated work ""Les Roses"", which was published in three volumes between 1817 and 1824. In ""Les Roses"", he turns his attention to that most romantic and evocative of subjects, and this handsome volume preserves every detail of Redoute's masterful representation of nature's gifts."
3246,"Thank You, Jeeves (Everyman's Library P G WODEHOUSE)",P.G. Wodehouse,Contemporary Fiction (Books),Humour,3.560743301,4.4,12,Hardcover,2003,Sep,"While pursuing the love of his life, American heiress Pauline Stoker, Lord 'Chuffy' Chuffnell borrows the services of Jeeves, the perfect gentleman's gentleman. But when Chuffy finds out that Jeeves's employer, Bertie Wooster, was once engaged to Pauline himself – until the engagement was broken by her tough-egg father, abetted by loony-doctor Sir Roderick Glossop – such fearsome complications ensue that even Jeeves has difficulty securing a happy ending."
3943,Cinematography: Theory and Practice: Image Making for Cinematographers and Directors: Volume 3,Blain Brown,Photography Textbooks,Humour,3.543571424,4.8,5,Paperback,2016,Oct," The world of cinematography has changed more in the last few years than it has since it has in 1929, when sound recording was introduced. New technology, new tools and new methods have revolutionized the art and craft of telling stories visually. While some aspects of visual language, lighting and color are eternal, shooting methods, workflow and cameras have changed radically. Even experienced film artists have a need to update and review new methods and equipment. These change affect not only the director of photography but also the director, the camera assistants, gaffers, and digital imaging technicians.
Cinematography: Theory and Practice covers both the artistry and craftsmanship of cinematography and visual storytelling. Few art forms are as tied to their tools and technology as is cinematography. Take your mastery of these new tools, techniques, and roles to the next level with this cutting-edge roadmap from author and filmmaker Blain Brown.
Whether you are a student of filmmaking, just breaking into the business, currently working in the industry and looking to move up to the next level, or an experienced professional who wants to update their knowledge of tools and techniques, this book provides both a basic introduction to these issues as well as more advanced and in-depth coverage of the subject.
The companion website features additional material, including lighting demonstrations, basic methods of lighting, using diffusion and other topics.
Topics Include:
Visual language
Visual storytelling
Continuity and coverage
Cameras and digital sensors
Exposure techniques for film and video
Color in-depth
Understanding digital images
Waveform monitors, vectorscopes, and test charts
Using linear, gamma, and log encoded video
Image control and grading on the set
The tools and basics of film lighting
ASC-CDL, ACES and other new methods
Optics and focus
Camera movement
Set operations
Green screen, high speed and other topics"
4207,The ILLUSION OF LIFE: DISNEY ANIMATION (Disney Editions Deluxe),Frank Thomas,Children's Mysteries & Curiosities (Books),"Arts, Film & Photography",3.536558443,5,6,Hardcover,1995,Oct,"An out-of-print collector's item since 1986, the definitive account of the development of Disney animation explains what made Disney's style unique and features original sketches and drawings revealing the origins of Mickey and the rest. National ad/promo."
2024,Cinematography: Theory and Practice: Image Making for Cinematographers and Directors: Volume 3,Blain Brown,Photography Textbooks,"Arts, Film & Photography",3.523876476,4.8,5,Paperback,2016,Oct," The world of cinematography has changed more in the last few years than it has since it has in 1929, when sound recording was introduced. New technology, new tools and new methods have revolutionized the art and craft of telling stories visually. While some aspects of visual language, lighting and color are eternal, shooting methods, workflow and cameras have changed radically. Even experienced film artists have a need to update and review new methods and equipment. These change affect not only the director of photography but also the director, the camera assistants, gaffers, and digital imaging technicians.
Cinematography: Theory and Practice covers both the artistry and craftsmanship of cinematography and visual storytelling. Few art forms are as tied to their tools and technology as is cinematography. Take your mastery of these new tools, techniques, and roles to the next level with this cutting-edge roadmap from author and filmmaker Blain Brown.
Whether you are a student of filmmaking, just breaking into the business, currently working in the industry and looking to move up to the next level, or an experienced professional who wants to update their knowledge of tools and techniques, this book provides both a basic introduction to these issues as well as more advanced and in-depth coverage of the subject.
The companion website features additional material, including lighting demonstrations, basic methods of lighting, using diffusion and other topics.
Topics Include:
Visual language
Visual storytelling
Continuity and coverage
Cameras and digital sensors
Exposure techniques for film and video
Color in-depth
Understanding digital images
Waveform monitors, vectorscopes, and test charts
Using linear, gamma, and log encoded video
Image control and grading on the set
The tools and basics of film lighting
ASC-CDL, ACES and other new methods
Optics and focus
Camera movement
Set operations
Green screen, high speed and other topics"
5444,Tarzan: The Complete Russ Manning Newspaper Strips Volume 1 (1967-1969),Russ Manning,Anthologies (Books),Humour,3.491221576,5,1,Hardcover,2013,Jun,"Beginning a new four-book series collecting the entire run of the Tarzan newspaper strip by Russ Manning. In 1967, Manning was selected by the Edgar Rice Burroughs estate to take over the strip and bring it back to the original Burroughs vision. With assists by Bill Stout, Mike Royer, and Dave Stevens, Manning created 26 original Sunday storylines and seven daily stories. The action took place from Pal-ul-don to Opar and Pellucidar and beyond. The first volume includes more than 650 daily and Sunday strips from December 1967 through October 1969, reproduced from the Edgar Rice Burroughs file copies."
5293,The Voynich Manuscript,Raymond Clemens,European History,Humour,3.483301952,5,1,Hardcover,2016,Nov,"The first authorized copy of this mysterious, much-speculated-upon, one-of-a-kind, centuries-old puzzle. The Voynich Manuscript is produced from new photographs of the entire original and accompanied by expert essays that invite anyone to understand and explore the enigma. Many call the fifteenth-century codex, commonly known as the ""Voynich Manuscript,"" the world's most mysterious book. Written in an unknown script by an unknown author, the manuscript has no clearer purpose now than when it was rediscovered in 1912 by rare books dealer Wilfrid Voynich. The manuscript appears and disappears throughout history, from the library of the Holy Roman Emperor Rudolf II to a secret sale of books in 1903 by the Society of Jesus in Rome. The book's language has eluded decipherment, and its elaborate illustrations remain as baffling as they are beautiful. For the first time, this facsimile, complete with elaborate folding sections, allows readers to explore this enigma in all its stunning detail, from its one-of-a-kind ""Voynichese"" text to its illustrations of otherworldly plants, unfamiliar constellations, and naked women swimming though fantastical tubes and green baths. The essays that accompany the manuscript explain what we have learned about this work-from alchemical, cryptographic, forensic, and historical perspectives-but they provide few definitive answers. Instead, as New York Times best-selling author Deborah Harkness says in her introduction, the book ""invites the reader to join us at the heart of the mystery."""
2943,Gray Hat Python – Python Programming for Hackers and Reverse Engineers,Justin Seitz,Programming Languages (Books),"Computing, Internet & Digital Media",3.472024698,5,1,Paperback,2009,Apr,"Python is fast becoming the programming language of choice for hackers, reverse engineers, and software testers because it's easy to write quickly, and it has the low-level support and libraries that make hackers happy. But until now, there has been no real manual on how to use Python for a variety of hacking tasks. You had to dig through forum posts and man pages, endlessly tweaking your own code to get everything working. Not anymore.
Gray Hat Python explains the concepts behind hacking tools and techniques like debuggers, trojans, fuzzers, and emulators. But author Justin Seitz goes beyond theory, showing you how to harness existing Python-based security tools - and how to build your own when the pre-built ones won't cut it.
You'll learn how to:
Automate tedious reversing and security tasks
Design and program your own debugger
Learn how to fuzz Windows drivers and create powerful fuzzers from scratch
Have fun with code and library injection, soft and hard hooking techniques, and other software trickery
Sniff secure traffic out of an encrypted web browser session
Use PyDBG, Immunity Debugger, Sulley, IDAPython, PyEMU, and more
The world's best hackers are using Python to do their handiwork. Shouldn't you?"
1535,Marvel's Avengers: Age of Ultron,Marvel Comics,Cinema & Broadcast (Books),Comics & Mangas,3.450403086,5,1,Hardcover,2015,May,"The Avengers assemble again in Marvel Studios' follow-up to the record-breaking Marvel's The Avengers. Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson and Jeremy Renner reprise their roles as world-saving heroes in an adventure like no other. In this new collectible volume, go around the world with the Avengers in page after page of stunning concept art, production design, visual effects, revealing set photography, and commentary from cast and crew, including writer/director Joss Whedon and producer Kevin Feige. Marvel's Avengers: Age of Ultron takes Marvel's Cinematic Universe to new heights in yet another silver-screen triumph."
1000,Attack on Titan: Colossal Edition 1,Hajime Isayama,Mangas,Comics & Mangas,3.443262987,3.9,2,Paperback,2014,May,"THE COLOSSAL EPIC BEGINS!
This volume includes Vol. 1-5 of Attack on Titan in an extra-large 7x10.5-inch size, with 15 COLOR PAGES never published in any other book - not even in Japan!



The megahit Attack on Titan anime finally returns, streaming on April 1!For eons, humans ruled the natural world. But a century ago, everything changed when the Titans appeared. Giant, grotesque parodies of the human form, these sexless monsters consumed all but a few thousand human beings, who took refuge behind giant walls. Today, the threat of the Titans is a distant memory, and a boy named Eren yearns to explore the world beyond the wall. But what began as a childish dream will become an all-too-real nightmare when a Titan finally knocks a hole in the wall, and humanity is once again on the brink of extinction."
1837,Little Black Classics Box Set (Penguin Little Black Classics),Various,Asian Literature,"Crime, Thriller & Mystery",3.438225808,4,27,Paperback,2015,Nov,"In celebration of Penguin's 80th birthday, this box set of the 80 books in the Little Black Classics series showcases the many wonderful and varied writers in Penguin Black Classics. From India to Greece, Denmark to Iran and not forgetting Britain, this assortment of books will transport readers back in time to the furthest corners of the globe. With a choice of fiction, poetry, essays and maxims, by the likes of Chekhov, Balzac, Ovid, Austen, Sappho and Dante, it won't be difficult to find a book to suit your mood."
3316,"Rip Kirby, Vol. 10: 1970-1973","Fred Dickenson, John Prentice",Action & Adventure (Books),Humour,3.43679851,5,3,Hardcover,2017,Jul,"The longest-running modern adventure strip celebrated its twenty-fifth anniversary in 1971. As Bruce Canwell notes in his introduction to this volume, John Prentice and Fred Dickenson continually varied the contents of their stories, mixing and matching themes, as well as locales. In these thirteen stories, they were willing to tap into popular topics of the day (1971’s “The Girl with Something Extra” uses extra-sensory perception as a key plot driver), but carefully contrasted those efforts with stories emphasizing family relationships in ways both positive (“The Midas Affair”) and negative (“Murder by Misanthrope”). The science fictional Doctor Data and his super-computer were counterbalanced by more light-hearted capers, such as “The Parrot Who Sang Like a Canary.” Included are more than 800 sequential comics from April 27, 1970 to January 20, 1973 reproduced from the original King Features Syndicate proofs."
637,Statistics (the Easier Way) with R: An Informal Text on Applied Statistics and Data Science,Dr Nicole M Radziwill,Computer Science Books,"Computing, Internet & Digital Media",3.428134794,5,1,Paperback,2017,Jul,"Designed for beginning and intermediate data scientists, graduate students beginning research, undergraduate students taking a first or second applied statistics class, quality improvement professionals, and consultants, this unique book provides an integrated treatment of statistical inference techniques in data analysis. Each example is solved analytically, then computationally (using the R Statistical Software) so that readers can see exactly how the computations are performed. Each technique is framed within an easy-to-apply 7 Step methodology that will make planning and presenting research a breeze. If you're new to statistics, data science, or R, this book will help you get started. If you have some experience already, this book will make you more productive and enhance your understanding of foundational statistical concepts including one and two-sample t-tests, paired t-test, one and two proportion z-test, Chi-square test of independence, one-way ANOVA, and inference for linear regression."
3913,AWS Certified Solutions Architect Associate All-in-One Exam Guide (Exam SAA-C01),Joyjeet Banerjee,Networks & System Administration (Books),"Computing, Internet & Digital Media",3.427810573,3.9,4,Paperback,2018,Aug,"This effective study guide provides 100% coverage of every topic on the AWS Certified Solutions Architect Associate exam

Get complete coverage of all objectives included on the SAA-C01 exam from this comprehensive resource. Written by an expert AWS Solutions Architect and well-respected author, this authoritative guide fully addresses the knowledge and skills required for passing the AWS Certified Solutions Architect Associate exam. You’ll find learning objectives at the beginning of each chapter, exam tips, practice exam questions, and in-depth explanations. Designed to help you pass the exam with ease, this definitive volume also serves as an essential on-the-job reference.

Covers all exam domains, including:

•Design Resilient Architectures 
•Define Performant Architectures 
•Specify Secure Applications and Architectures 
•Design Cost-Optimized Architectures 
•Define Operationally Excellent Architectures 
Digital content includes:

•130 practice exam questions
•Test engine that provides practice exams or quizzes that can be customized by chapter or exam objective
•Secured book PDF"
843,Who Dares Wins: Three of the Best Special-forces Commando Comic Book Adventures,Calum Laird,Action & Adventure (Books),Action & Adventure,3.424262407,5,1,Paperback,2012,Apr,"Following the bestselling success of Carlton's man-size Commando anthologies, here is the latest of the pocket-format compilations each containing of three classic Commando war stories printed the same size as the original comics. ""Who Dares Wins"" features ""Sabotage"", ""The Secret Heroes"" and ""Ramsey's Raiders"". Tales of extraordinary courage behind enemy lines make this action-packed but handily formatted collection of stories a thrill for Commando fans of all ages."
2758,English Language and Literature for the IB Diploma,Brad Philpot,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",3.423900919,5,2,Paperback,2011,Jul,"For students studying the new Language A Language and Literature syllabus for the IB Diploma. Written by an experienced, practising IB English teacher, this new title is an in-depth and accessible guide for Standard and Higher Level students of the new Language A Language and Literature syllabus for the IB Diploma. This lively, well structured coursebook is available in both print and e-book formats and includes: key concepts in studying language and literature; text extracts from World literature (in English and in translation); international media and language sources; a wide variety of activities to build skills; materials for exam preparation; guidance on assessment; Theory of Knowledge links; and Extended essay opportunities."
2929,Tarzan: The Complete Russ Manning Newspaper Strips Volume 2 (1969-1971),Russ Manning,Action & Adventure (Books),Action & Adventure,3.42078062,5,1,Hardcover,2013,Dec,"This second volume of a 4-book series collecting the entire run of the Tarzan newspaper strip by Russ Manning presents five complete daily storylines and five complete Sundays adventures. In the dailies from October 29, 1969 through March 31, 1971, Tarzan meets the Stone Pharaoh while his son, Korak, encounters the Gryf Worshippers. In the Sundays from May 18, 1969 through January 17, 1971, Tarzan embarks on a safari to Opar and we learn the backstory on how he met his wife and life partner Jane. The more than 600 daily and Sunday strips are reproduced from the Edgar Rice Burroughs file copies.

In 1967 Manning was selected by the Edgar Rice Burroughs estate to take over the strip and bring it back to the original Burroughs vision. With assists by Bill Stout, Mike Royer, and Dave Stevens, Manning created a modern classic."
5019,Mandrake the Magician: Dailies Volume 1 - The Cobra,Lee Falk,Comics,Comics & Mangas,3.409087369,4.6,5,Hardcover,2016,Dec,"The collected daily adventure comic strips of arguably the world's FIRST comic-strip, costumed, crime-fighter - Mandrake the Magician!

A heady mix of action, adventure, high jinx and drama!

These are the daily newspaper comic strips that first heralded the era of the costumed crime fighter.

Join Mandrake The Magician and his ever-faithful companion and trusty side-kick, Lothar as they set on in search of high adventure in strange lands, strange dimensions and even stranger planets with nothing more than a top hat, a wand and the immense strength of Lothar, African Prince to save the day!

Starting from the very beginning in 1934, these are the original adventures of the famed magician and amateur detective, Mandrake the Magician. Join him as he uses his incredible hypnotic abilities and mysterious magical skills to combat criminal geniuses gangsters, mad scientists, evil despots and even men from the Moon! This collection introduces Mandrake's nemesis, The Cobra a master of disguise and an evil genius to boot! This book marks the beginning of a criminal campaign that would last the entire life of the Mandrake saga."
4426,Microsoft Azure Administrator - Exam Guide AZ-103: Your in-depth certification guide in becoming Microsoft Certified Azure Administrator Associate,Sjoukje Zaal,Operating Systems Textbooks,"Computing, Internet & Digital Media",3.408239965,5,1,Paperback,2019,May,"Manage Microsoft Azure cloud services that span storage, security, networking, and compute cloud capabilities and ace the AZ-103 Exam Key Features Master features and concepts pertaining to Azure's Administration services Gain a deep understanding of various Azure services related to infrastructure, applications, and environments Gauge yourself by giving mock tests with up-to-date exam questions Book DescriptionMicrosoft Azure Administrator - Exam Guide AZ-103 will cover all the exam objectives that will help you earn Microsoft Azure Administrator certification. Whether you want to clear AZ-103 exam or want hands-on experience in administering Azure, this study guide will help you achieve your objective. It covers the latest features and capabilities around configuring, managing, and securing Azure resources. Following Microsoft's AZ-103 exam syllabus, this guide is divided into five modules. The first module talks about how to manage Azure subscriptions and resources. You will be able to configure Azure subscription policies at Azure subscription level and learn how to use Azure policies for resource groups. Later, the book covers techniques related to implementing and managing storage in Azure. You will be able to create and configure backup policies and perform restore operations. The next module will guide you to create, configure, and deploy virtual machines for Windows and Linux. In the last two modules, you will learn about configuring and managing virtual networks and managing identities. The book concludes with effective mock tests along with answers so that you can confidently crack this exam. By the end of this book, you will acquire the skills needed to pass Exam AZ-103. What you will learn Configure Azure subscription policies and manage resource groups Monitor activity log by using Log Analytics Modify and deploy Azure Resource Manager (ARM) templates Protect your data with Azure Site Recovery Learn how to manage identities in Azure Monitor and troubleshoot virtual network connectivity Manage Azure Active Directory Connect, password sync, and password writeback Who this book is forThis book is for Azure administrators, systems administrators or anyone preparing for AZ 103 exam and wants to master Azure's various administration features. Readers should have proficiency in working with PowerShell, CLI and other day-to-day Azure administration tasks."
